date,GOLD
2001-03-29,-0.00384541434339547
2001-03-30,-0.004246284501061681
2001-04-02,-0.009304128707113724
2001-04-03,0.005869692819409078
2001-04-04,0.006613499319198635
2001-04-05,-0.0007729468599033673
2001-04-06,0.005221427190098549
2001-04-09,-0.0053866871873796685
2001-04-10,-0.0036750483558993796
2001-04-11,0.004659289458357474
2001-04-12,0.005410628019323571
2001-04-13,0.0
2001-04-16,0.012492792619642534
2001-04-17,-0.009111617312072773
2001-04-18,0.0009578544061301653
2001-04-19,0.016267942583731987
2001-04-20,-0.003201506591337222
2001-04-23,-0.004345361798601788
2001-04-24,0.0030360531309299166
2001-04-25,-0.007377979568671922
2001-04-26,0.006861063464836947
2001-04-27,-0.0003785727806169259
2001-04-30,0.0
2001-05-01,0.0011361484567318225
2001-05-02,0.003782863627766142
2001-05-03,0.0030148859996230737
2001-05-04,0.0
2001-05-07,-0.00018786398647363534
2001-05-08,-0.004321683577602542
2001-05-09,0.018682770334025323
2001-05-10,-0.003334568358651313
2001-05-11,-0.0035315985130111027
2001-05-14,0.0016787912702853625
2001-05-15,-0.0003724394785847851
2001-05-16,0.014157973174366623
2001-05-17,0.004959588537839954
2001-05-18,0.04679217693291915
2001-05-21,-0.002444560852104205
2001-05-22,-0.0014003150708908896
2001-05-23,-0.005258545135845782
2001-05-24,-0.01585903083700435
2001-05-25,-0.004834377797672373
2001-05-28,0.0
2001-05-29,-0.014393666786613912
2001-05-30,-0.028477546549835586
2001-05-31,-0.00018789928598272887
2001-06-01,0.003570757376432976
2001-06-04,-0.005430711610486805
2001-06-05,0.0030126153266805122
2001-06-06,-0.00037544584193738295
2001-06-07,0.0003755868544601526
2001-06-08,0.026844377698516997
2001-06-11,-0.020109689213894
2001-06-12,0.014365671641791034
2001-06-13,0.0029427993378698947
2001-06-14,0.01136988813497175
2001-06-15,-0.01668177697189488
2001-06-18,0.00700719159137031
2001-06-19,0.002197399743636641
2001-06-20,-0.0036543029417138717
2001-06-21,0.0007335411699982419
2001-06-22,-0.0009162543522082123
2001-06-25,0.005135730007336692
2001-06-26,0.008211678832116709
2001-06-27,-0.014479638009049722
2001-06-28,-0.010651974288337862
2001-06-29,0.005568962316688353
2001-07-02,-0.005538120731031881
2001-07-03,-0.005197698162242581
2001-07-04,0.0
2001-07-05,-0.009703302855010087
2001-07-06,0.0033917467495758746
2001-07-09,0.0015023474178403884
2001-07-10,-0.001125070316894683
2001-07-11,0.009010700206495192
2001-07-12,-0.007069767441860386
2001-07-13,0.001873711823121571
2001-07-16,-0.0007480830372172953
2001-07-17,0.0048661800486617945
2001-07-18,0.008567703482957656
2001-07-19,-0.004801477377654684
2001-07-20,0.00259788457969945
2001-07-23,-0.004812141402924186
2001-07-24,0.003347591593825472
2001-07-25,-0.00667284522706213
2001-07-26,-0.00485165142750521
2001-07-27,0.004500281267579398
2001-07-30,-0.009706925518013887
2001-07-31,0.00603204524033929
2001-08-01,0.0026231965523701994
2001-08-02,0.0007475238273220164
2001-08-03,0.002614379084967311
2001-08-06,-0.0026075619295957697
2001-08-07,-0.0003734827264240126
2001-08-08,0.0026153558752102235
2001-08-09,0.019377678405067877
2001-08-10,0.0025589471760190108
2001-08-13,0.006563354603464022
2001-08-14,0.0014490128599891072
2001-08-15,-0.0014469162597213758
2001-08-16,-0.0025357725049809376
2001-08-17,0.01416379153804237
2001-08-20,-0.011101163831692129
2001-08-21,-0.003983342386384092
2001-08-22,-0.0018178512997636398
2001-08-23,0.0036423238025860005
2001-08-24,-0.009798584648884057
2001-08-27,0.0
2001-08-28,-0.0021990104452996873
2001-08-29,0.005509641873278293
2001-08-30,0.005479452054794498
2001-08-31,-0.0029064486830154834
2001-09-03,-0.003461468391328104
2001-09-04,-0.004936014625228635
2001-09-05,-0.000551166636046263
2001-09-06,0.003308823529411642
2001-09-07,0.0009160864785635603
2001-09-10,-0.005125388980413592
2001-09-11,0.06163753449861997
2001-09-12,-0.03119584055459268
2001-09-13,0.008944543828264706
2001-09-14,0.01524822695035466
2001-09-17,0.012748864827104356
2001-09-18,-0.0067252974650801045
2001-09-19,0.009201388888888884
2001-09-20,-0.006881128505074829
2001-09-21,0.010566429932444166
2001-09-24,-0.007541995200548435
2001-09-25,0.0008635578583764403
2001-09-26,0.011216566005176842
2001-09-27,-0.004095563139931757
2001-09-28,0.0039410555174776984
2001-10-01,-0.0034135518006486176
2001-10-02,-0.007706799109436502
2001-10-03,0.0
2001-10-04,0.001380738695202055
2001-10-05,0.003964150293002344
2001-10-08,0.0030901287553646295
2001-10-09,-0.013349306862912802
2001-10-10,-0.010928013876842946
2001-10-11,-0.012627148368993368
2001-10-12,0.011367673179396132
2001-10-15,-0.011064278187565835
2001-10-16,-0.00035517670040852156
2001-10-17,0.003908331852904734
2001-10-18,-0.0105468058750664
2001-10-19,0.0007153843402367688
2001-10-22,-0.01490510061836492
2001-10-23,0.0012699564586355905
2001-10-24,-0.0016307302047472438
2001-10-25,0.006352087114337657
2001-10-26,0.0005410279531108397
2001-10-29,0.0054073540014418775
2001-10-30,0.005198996055934213
2001-10-31,-0.0024968789013734005
2001-11-01,0.0010727695333452303
2001-11-02,0.0
2001-11-05,-0.003929273084479212
2001-11-06,0.0037654653039267405
2001-11-07,0.0019649874955340874
2001-11-08,-0.00998395435906585
2001-11-09,-0.00072033135242211
2001-11-12,0.002883402414849634
2001-11-13,-0.0017969451931716396
2001-11-14,-0.001440144014401401
2001-11-15,-0.007932215612042715
2001-11-16,-0.0010903143739776633
2001-11-19,-0.006730944151355334
2001-11-20,0.001098901098901095
2001-11-21,0.00018294914013905483
2001-11-22,-0.001829156758734185
2001-11-23,0.00018325087044157584
2001-11-26,0.0009160864785635603
2001-11-27,0.0018304960644335289
2001-11-28,0.002558012059199921
2001-11-29,-0.0010934937124111865
2001-11-30,0.0012771392081736277
2001-12-03,0.011479591836734748
2001-12-04,-0.006485317960727821
2001-12-05,-0.005802357207615683
2001-12-06,0.0014590552617181896
2001-12-07,0.0
2001-12-10,-0.006556182844654979
2001-12-11,0.0
2001-12-12,0.005499541704858002
2001-12-13,0.0
2001-12-14,0.015314494074749385
2001-12-17,-0.0021547854192851545
2001-12-18,0.008997660608241809
2001-12-19,-0.015694667380060756
2001-12-20,0.0007247689798877133
2001-12-21,0.007242440702516673
2001-12-24,-0.000359518245550805
2001-12-25,0.005214889408379664
2001-12-26,-0.0008944543828264262
2001-12-27,-0.007878245299910436
2001-12-28,-0.00180472838837753
2001-12-31,0.008678358343879866
2002-01-02,-0.00035848718408304503
2002-01-03,-0.0014344629729245995
2002-01-04,0.0017956545160711102
2002-01-07,-0.0007169743681663121
2002-01-08,0.0010762331838565231
2002-01-09,0.015409424834259111
2002-01-10,0.011999294159167118
2002-01-11,0.002789886660854446
2002-01-14,-0.007650843331594492
2002-01-15,-0.0028035745575609727
2002-01-16,0.010542962572482883
2002-01-17,-0.010780733785428653
2002-01-18,-0.0031640007031111805
2002-01-21,-0.003526714865103142
2002-01-22,-0.002654397451778423
2002-01-23,-0.009048970901348485
2002-01-24,-0.0016114592658907911
2002-01-25,0.0023314203730271377
2002-01-28,-0.0014313830738951205
2002-01-29,0.01003404407812214
2002-01-30,0.0007095973035302627
2002-01-31,0.001063641198369103
2002-02-01,0.013812643881706999
2002-02-04,0.011877729257641745
2002-02-05,0.027964785085448085
2002-02-06,-0.0028547439126784813
2002-02-07,0.011451667228022933
2002-02-08,0.012321012321012237
2002-02-11,-0.014144736842105265
2002-02-12,0.002669336002669276
2002-02-13,-0.0033277870216306127
2002-02-14,0.002671118530884753
2002-02-15,-0.0073260073260073
2002-02-18,-0.0011741026501175256
2002-02-19,-0.015113350125944613
2002-02-20,-0.005285592497868752
2002-02-21,0.004456633527596843
2002-02-22,0.0
2002-02-25,-0.0010238907849829948
2002-02-26,0.01725316023231982
2002-02-27,-0.004534005037783451
2002-02-28,0.001855600539811153
2002-03-01,0.004041084357635949
2002-03-04,-0.004360221365084516
2002-03-05,-0.009364999157823961
2002-03-06,-0.0024483966402556456
2002-03-07,-0.010567581387421199
2002-03-08,-0.0017226528854435985
2002-03-11,0.003623813632441797
2002-03-12,0.01117606602475929
2002-03-13,-0.0017003910899506813
2002-03-14,-0.008175779253960291
2002-03-15,-0.0037781212433452005
2002-03-18,0.008274435442165107
2002-03-19,0.0018806633612584722
2002-03-20,-0.0018771331058020646
2002-03-21,0.0023935715506924193
2002-03-22,0.015691625447723068
2002-03-25,0.0016792611251048584
2002-03-26,-0.005364626990779664
2002-03-27,0.018540367436372884
2002-03-28,0.001654807214959364
2002-03-29,0.00016520733520564157
2002-04-01,0.002147340601255543
2002-04-02,0.00824130542277901
2002-04-03,-0.010135687428478035
2002-04-04,-0.005780346820809301
2002-04-05,-0.003156146179401964
2002-04-08,0.000999833361106539
2002-04-09,-0.005993008157149982
2002-04-10,0.010718472617651909
2002-04-11,0.0028169014084507005
2002-04-12,-0.0014871116986121535
2002-04-15,-0.007612113188813385
2002-04-16,-0.005336001334000362
2002-04-17,0.012740989103101397
2002-04-18,0.005297136235722366
2002-04-19,-0.0042812448542728365
2002-04-22,0.001819083843227931
2002-04-23,0.0024760647078243547
2002-04-24,0.0013173061090072657
2002-04-25,0.011840157868771461
2002-04-26,0.012026653664878983
2002-04-29,-0.0009635458487233795
2002-04-30,-0.0086802764828805
2002-05-01,0.001297227176909388
2002-05-02,-0.00291497975708499
2002-05-03,0.013318174435601682
2002-05-06,0.0024042314473473603
2002-05-07,-0.0039974416373520505
2002-05-08,-0.010435061807673729
2002-05-09,0.00454250486696961
2002-05-10,0.004683462532299787
2002-05-13,-0.0008037293039704352
2002-05-14,-0.010135135135135198
2002-05-15,0.004550625711035483
2002-05-16,0.0027503640187671596
2002-05-17,0.0035495321071314923
2002-05-20,0.015273311897106012
2002-05-21,0.0012668250197940267
2002-05-22,0.0055353471453423175
2002-05-23,0.013274614658697725
2002-05-24,-0.004718738358375663
2002-05-27,-0.0010917030567686448
2002-05-28,0.012802498048399835
2002-05-29,0.0024664714043469704
2002-05-30,-0.0004613255420574669
2002-05-31,0.004769230769230859
2002-06-03,0.004746593171030433
2002-06-04,-0.01173422736970442
2002-06-05,-0.00878951426368546
2002-06-06,0.012289981331674138
2002-06-07,-0.004149377593361092
2002-06-10,-0.015277777777777724
2002-06-11,0.006738755680927744
2002-06-12,-0.006070983810709807
2002-06-13,-0.003445575567736947
2002-06-14,0.003928964325004003
2002-06-17,-0.006731371321227253
2002-06-18,0.008825847123719477
2002-06-19,0.0024996094360256738
2002-06-20,0.009661835748792091
2002-06-21,0.002160827288161693
2002-06-24,-0.006406899738179539
2002-06-25,-0.0037821248101186367
2002-06-26,-0.006534930760852764
2002-06-27,-0.003132341425215346
2002-06-28,-0.011406127258444587
2002-07-01,0.0016845718644713514
2002-07-02,-0.006822148183404653
2002-07-03,-0.005750798722044759
2002-07-04,-0.0014460154241644485
2002-07-05,0.002413515687851975
2002-07-08,0.004333868378812333
2002-07-09,0.012146396036438967
2002-07-10,-0.00142112742775935
2002-07-11,0.0012650221378875948
2002-07-12,-0.0018951358180669953
2002-07-15,0.006803797468354356
2002-07-16,0.0003143171460002758
2002-07-17,-0.0018853102906520869
2002-07-18,0.0007870297497245549
2002-07-19,0.01903114186851207
2002-07-22,-0.002623861707053421
2002-07-23,-0.03048591767254727
2002-07-24,-0.007980845969672745
2002-07-25,-0.0016090104585679832
2002-07-26,-0.020950846091861375
2002-07-29,-0.00395061728395063
2002-07-30,0.0072715253677078096
2002-07-31,-0.003937653814602093
2002-08-01,0.0036237852083675914
2002-08-02,0.009026752010503847
2002-08-05,0.0024398178269355864
2002-08-06,-0.005841311049813225
2002-08-07,0.025134649910233398
2002-08-08,-0.010826301544340167
2002-08-09,0.012715274424593748
2002-08-12,-0.001112523839796653
2002-08-13,0.004455051710421598
2002-08-14,-0.012672263583082488
2002-08-15,0.009786619605326452
2002-08-16,-0.0022243406418811507
2002-08-19,-0.023089171974522316
2002-08-20,0.007497962510187417
2002-08-21,-0.003397508493771295
2002-08-22,-0.003084415584415523
2002-08-23,-0.00016283992835042227
2002-08-26,0.007980456026058569
2002-08-27,0.010664081434803796
2002-08-28,-0.008313349320543617
2002-08-29,0.012413348379816336
2002-08-30,-0.00398089171974525
2002-09-02,-0.001598721023181482
2002-09-03,0.006084867894315282
2002-09-04,0.0015915963711603531
2002-09-05,0.014619418401398354
2002-09-06,0.003132341425215346
2002-09-09,0.0031225604996096834
2002-09-10,-0.010894941634241206
2002-09-11,-0.00031471282454764715
2002-09-12,0.005824020147961573
2002-09-13,-0.008294209702660371
2002-09-16,0.0018936405239071696
2002-09-17,0.0028350921404947105
2002-09-18,0.006439453431757336
2002-09-19,0.00905118601747823
2002-09-20,-0.0035570677389422656
2002-09-23,0.001086450411299067
2002-09-24,0.01131782945736437
2002-09-25,-0.011957688180285087
2002-09-26,-0.007137315748642403
2002-09-27,0.0
2002-09-30,0.011876855758712335
2002-10-01,-0.010656370656370595
2002-10-02,0.008429597252575638
2002-10-03,-0.004179566563467518
2002-10-04,0.001865381625991036
2002-10-07,0.00046547711404176795
2002-10-08,-0.012872208436724542
2002-10-09,0.00565593087195615
2002-10-10,-0.009998437744102473
2002-10-11,-0.0003156067539845653
2002-10-14,0.0037884767166533884
2002-10-15,-0.013995911306809217
2002-10-16,0.0033492822966507685
2002-10-17,-0.009855348911142925
2002-10-18,0.004495103547921042
2002-10-21,-0.005753556017260686
2002-10-22,0.006269088570969306
2002-10-23,-0.003674121405750741
2002-10-24,-0.0006413339746674795
2002-10-25,0.007059201026792916
2002-10-28,0.005575912059901267
2002-10-29,0.00364385297845371
2002-10-30,-0.0011049723756906271
2002-10-31,0.004424778761062065
2002-11-01,0.007709251101321479
2002-11-04,-0.006245120999219367
2002-11-05,-0.0015710919088767206
2002-11-06,0.0015735641227379027
2002-11-07,0.008955223880596996
2002-11-08,0.0014014325755216106
2002-11-11,0.00031099362463060665
2002-11-12,0.008705114254624613
2002-11-13,-0.016797657574356584
2002-11-14,-0.0020376175548588726
2002-11-15,0.00691063295115435
2002-11-18,-0.0037435657463733563
2002-11-19,-0.0009394081728510972
2002-11-20,-0.003761165961448043
2002-11-21,-0.0006292276230928096
2002-11-22,0.010703604596253857
2002-11-25,-0.009188599906556627
2002-11-26,0.0001571832756992464
2002-11-27,-0.0026716957410025666
2002-11-28,0.0018909549322407848
2002-11-29,0.0036174897766594327
2002-12-02,-0.0039178812098417115
2002-12-03,0.009597230962869796
2002-12-04,0.004363409693002973
2002-12-05,0.007292474786656289
2002-12-06,0.00508317929759694
2002-12-09,-0.0007662835249042654
2002-12-10,-0.006901840490797562
2002-12-11,0.0027799227799227832
2002-12-12,0.02094563375943337
2002-12-13,0.00512897872982343
2002-12-16,0.010865976286957846
2002-12-17,0.0003266324197523929
2002-12-18,0.020096176680123534
2002-12-19,0.005034191764877072
2002-12-20,-0.013550292431524724
2002-12-23,0.015115937775168842
2002-12-24,0.0028914269191846476
2002-12-25,-0.0038921724088223364
2002-12-26,0.011924746743849468
2002-12-27,-0.001201304273210968
2002-12-30,-0.015463917525773141
2002-12-31,0.009307737056428067
2003-01-02,-0.003976945244956731
2003-01-03,0.016144899022047188
2003-01-06,0.0007972665148063829
2003-01-07,-0.011664959599408276
2003-01-08,0.01796303759571649
2003-01-09,-0.0009897630224535714
2003-01-10,0.003991281456110052
2003-01-13,-0.00016916657268528645
2003-01-14,-0.008798150132536264
2003-01-15,-0.0024182076813656916
2003-01-16,0.021303293882789287
2003-01-17,-0.00457947056852448
2003-01-20,-0.0006451974865350207
2003-01-21,0.00533333333333319
2003-01-22,0.007957559681697646
2003-01-23,0.007119113573407221
2003-01-24,0.013890034931375084
2003-01-27,0.003418154196733747
2003-01-28,-0.0010814318157239544
2003-01-29,-0.008390169968604533
2003-01-30,0.01020798078497731
2003-01-31,-0.004430995352858513
2003-02-03,0.007788753799392145
2003-02-04,0.028679143665006013
2003-02-05,-0.025523560209424034
2003-02-06,-0.004029550033579632
2003-02-07,-0.002292650033715482
2003-02-10,-0.018707758853744094
2003-02-11,0.0019284809080388765
2003-02-12,-0.02969643642762876
2003-02-13,0.010966900929494372
2003-02-14,-0.016117729502452716
2003-02-17,-0.01139601139601143
2003-02-18,-0.008645533141210415
2003-02-19,0.017296511627906908
2003-02-20,0.0072296042291757345
2003-02-21,-0.0029788924194280586
2003-02-24,0.015508067040377771
2003-02-25,-0.013870208473436452
2003-02-26,0.0069616116841417774
2003-02-27,-0.024719227947401112
2003-02-28,0.012238875065100352
2003-03-03,0.0007717593254250588
2003-03-04,0.00856849080315314
2003-03-05,0.0021522428636158164
2003-03-06,0.007403639651859306
2003-03-07,-0.016549789621318256
2003-03-10,0.011893896177980423
2003-03-11,-0.010682977703864394
2003-03-12,-0.014188842669098034
2003-03-13,-0.03265895953757225
2003-03-14,0.00537795040334621
2003-03-17,0.0011887072808320909
2003-03-18,0.003561887800534347
2003-03-19,-0.004584442472641226
2003-03-20,-0.012390432328034495
2003-03-21,-0.018653348576930018
2003-03-24,0.0114967196026734
2003-03-25,-0.003970539205286006
2003-03-26,0.0053557300225184346
2003-03-27,-0.003026817603971166
2003-03-28,0.007650737749711478
2003-03-31,0.016812292859295086
2003-04-01,-0.006993006993006978
2003-04-02,-0.015278109333969891
2003-04-03,-0.014000000000000012
2003-04-04,0.0009834654865079617
2003-04-07,-0.008289837273564582
2003-04-08,0.0009287925696594979
2003-04-09,0.0109805134549954
2003-04-10,-0.001070827596757029
2003-04-11,0.005145482388974054
2003-04-14,-0.009689804375647482
2003-04-15,-0.00015384615384617106
2003-04-16,0.004616094783812974
2003-04-17,0.002297442181038445
2003-04-18,0.00015281173594128283
2003-04-21,0.02001527883880838
2003-04-22,-0.0020371479928100733
2003-04-23,-0.005223342939481346
2003-04-24,0.009716941275876634
2003-04-25,-0.0035863717872087753
2003-04-28,0.0020995800839833656
2003-04-29,0.00044896737503741235
2003-04-30,0.016065818997756276
2003-05-01,0.0062717154466755964
2003-05-02,-0.0020482809070957453
2003-05-05,0.0033719395982994005
2003-05-06,0.006370543541788454
2003-05-07,-0.006910970439630626
2003-05-08,0.018274853801169666
2003-05-09,0.0012921751615218025
2003-05-12,0.0073128763980498945
2003-05-13,-0.004327402135231306
2003-05-14,0.007920395733851837
2003-05-15,-0.0014184397163120588
2003-05-16,0.008096590909090873
2003-05-19,0.03212625052839213
2003-05-20,0.00510580204778166
2003-05-21,0.009507769205693739
2003-05-22,-0.008718583499273458
2003-05-23,0.0010043976328790727
2003-05-26,0.006508474576271128
2003-05-27,-0.016246800484979063
2003-05-28,-0.0015611305872041958
2003-05-29,0.01239884789466461
2003-05-30,-0.011081908581027977
2003-06-02,0.00347964272014889
2003-06-03,-0.0027303754266211344
2003-06-04,-0.010896646132785848
2003-06-05,0.019459130290364612
2003-06-06,-0.012354059190877065
2003-06-09,-0.006597938144329851
2003-06-10,-0.02482357824823589
2003-06-11,0.006725693853226744
2003-06-12,-0.0038054968287527524
2003-06-13,0.009847198641765864
2003-06-16,0.007061197041022149
2003-06-17,0.009460211463550472
2003-06-18,-0.014057331863285616
2003-06-19,0.012021246854906353
2003-06-20,-0.012762430939226577
2003-06-23,-0.0137948402260899
2003-06-24,-0.01438501915165269
2003-06-25,5.757383844784414e-05
2003-06-26,-0.00935521013241225
2003-06-27,0.0031962806915590836
2003-06-30,0.003330919623461215
2003-07-01,0.012557736720554269
2003-07-02,0.002138275124732747
2003-07-03,-0.0009957325746799972
2003-07-04,-0.0008543357539512186
2003-07-07,-0.0069830411856920405
2003-07-08,-0.01090700344431672
2003-07-09,-0.00014509576320376194
2003-07-10,0.0026121027427077337
2003-07-11,-0.0008684324793747367
2003-07-14,0.006229175720701141
2003-07-15,-0.014828678376043847
2003-07-16,0.004091772614350564
2003-07-17,0.0037840197933343145
2003-07-18,0.007104538205016553
2003-07-21,0.012813129858911587
2003-07-22,-0.002842928216062579
2003-07-23,0.025374198146828064
2003-07-24,0.005839010148755763
2003-07-25,0.0029025570145129187
2003-07-28,0.0053748621830209675
2003-07-29,-0.008224811514736086
2003-07-30,-0.014651002073255093
2003-07-31,-0.004067891709917171
2003-08-01,-0.01977464788732386
2003-08-04,0.00451175354905442
2003-08-05,0.00672292948076092
2003-08-06,-0.0004262574595055302
2003-08-07,0.003212508884150589
2003-08-08,0.010683518476535925
2003-08-11,0.014580120566381805
2003-08-12,-0.009534337432637985
2003-08-13,0.011858258928571397
2003-08-14,0.008823934923479992
2003-08-15,-0.006286729533962032
2003-08-18,-0.013560720671159432
2003-08-19,0.00909040209692713
2003-08-20,0.01213109318005956
2003-08-21,-0.013350806781882163
2003-08-22,0.004897891416237643
2003-08-25,-0.004818945339391423
2003-08-26,0.008992805755395628
2003-08-27,0.021527492115727576
2003-08-28,-0.007651006711409503
2003-08-29,0.01601514946571081
2003-09-01,0.0008786644300662338
2003-09-02,-0.011386006916733082
2003-09-03,0.006000753457833241
2003-09-04,-0.0010699478400428841
2003-09-05,0.010041504886865615
2003-09-08,-0.00516967126193002
2003-09-09,0.019720186542305118
2003-09-10,-0.005880047040376368
2003-09-11,-0.0003943217665614007
2003-09-12,-0.013491124260355036
2003-09-15,-0.0027191298784388085
2003-09-16,-0.0025394279604384895
2003-09-17,0.0096475948010184
2003-09-18,-0.0002654280026543887
2003-09-19,0.014071419089340287
2003-09-22,0.013483440240869227
2003-09-23,-0.006199948333764027
2003-09-24,0.01208734078502749
2003-09-25,-0.010196481315012274
2003-09-26,-0.011754631791997427
2003-09-29,0.0036759879217538316
2003-09-30,0.007848266841072649
2003-10-01,-0.0017650876054510212
2003-10-02,-0.0046025431000857875
2003-10-03,-0.03422152560083602
2003-10-06,0.008790911549905411
2003-10-07,0.009518702238906052
2003-10-08,-0.00345285524568395
2003-10-09,-0.013859275053304865
2003-10-10,0.00978378378378375
2003-10-13,0.002756811733847231
2003-10-14,0.0020018684105165274
2003-10-15,-0.0059936068193926495
2003-10-16,-0.003885836794854547
2003-10-17,-5.3806833467784365e-05
2003-10-20,0.004493112354713835
2003-10-21,0.02115976965314048
2003-10-22,0.012065573770491778
2003-10-23,-0.0028508487754309586
2003-10-24,0.010266406757634794
2003-10-27,-0.0020581425263699327
2003-10-28,-0.013018819283320382
2003-10-29,0.009664359409690348
2003-10-30,-0.007890311731988175
2003-10-31,0.0023468057366362594
2003-11-03,-0.01899063475546292
2003-11-04,0.006629541235746439
2003-11-05,0.0050579557428871436
2003-11-06,-0.004115118473474455
2003-11-07,0.008343203053033266
2003-11-10,0.008691793693881733
2003-11-11,0.0032345710958727736
2003-11-12,0.01637864328088745
2003-11-13,0.0015226494099733756
2003-11-14,0.007525655644241791
2003-11-17,-0.018535284945425334
2003-11-18,0.021140294682895577
2003-11-19,-0.00941028858218318
2003-11-20,-0.0005066497783406954
2003-11-21,0.0041819794702826485
2003-11-24,-0.011862695608278573
2003-11-25,-0.0006385696040868138
2003-11-26,0.013725239616613427
2003-11-27,-0.0035802531390247694
2003-11-28,0.006781376518218751
2003-12-01,0.013823263295466015
2003-12-02,-0.0003222767613664246
2003-12-03,0.0034717916924984493
2003-12-04,-0.004374150500432439
2003-12-05,0.008612986497219977
2003-12-08,0.0018949181739877918
2003-12-09,0.003094910591471711
2003-12-10,-0.007003281257652261
2003-12-11,-0.000986387847701664
2003-12-12,0.009947669826224192
2003-12-15,0.0005621410240743696
2003-12-16,-0.004885436513752506
2003-12-17,0.012862683489616611
2003-12-18,-0.004532014928990358
2003-12-19,-0.003408399269628659
2003-12-22,0.0018810309026504601
2003-12-23,0.0018531161611234914
2003-12-24,0.002725856697819218
2003-12-25,0.0
2003-12-26,0.000970873786407811
2003-12-29,0.005746847720659476
2003-12-30,0.0038816693589218687
2003-12-31,-0.0031941976079542522
2004-01-02,0.00016865437899049596
2004-01-05,0.020476006937752977
2004-01-06,-0.0029271516925546415
2004-01-07,-0.004735072683365704
2004-01-08,0.00832580046624476
2004-01-09,0.0064169104463527304
2004-01-12,-0.0040318799812470996
2004-01-13,-0.0017887403502164778
2004-01-14,-0.011176082240875296
2004-01-15,-0.025656922123134085
2004-01-16,-0.00501688610444917
2004-01-19,0.0016725287158423363
2004-01-20,0.0138244321669736
2004-01-21,-0.005279984499128143
2004-01-22,-0.002629656683710735
2004-01-23,-0.003515453347004538
2004-01-26,-0.010534568082708584
2004-01-27,0.016093889274041873
2004-01-28,0.0
2004-01-29,-0.025586042204785775
2004-01-30,0.006727018105431526
2004-02-02,-0.010408127779019782
2004-02-03,0.0031126060545207945
2004-02-04,0.0031529953455782245
2004-02-05,-0.008930353222909582
2004-02-06,0.015101938082053845
2004-02-09,0.008876766674931869
2004-02-10,-0.0009339362957136998
2004-02-11,0.012595325953259628
2004-02-12,0.002137894174238264
2004-02-13,-0.005575757575757567
2004-02-16,0.003900536323744541
2004-02-17,0.009276347741622226
2004-02-18,-0.012030219912420037
2004-02-19,-0.0018021528420437694
2004-02-20,-0.02991119352005467
2004-02-23,0.003219153966098176
2004-02-24,0.013085986462772592
2004-02-25,-0.02058794417499754
2004-02-26,-0.0010611419909045683
2004-02-27,0.002706257271485546
2004-03-01,0.008651784588220579
2004-03-02,-0.016454936480944204
2004-03-03,0.0002034070683956113
2004-03-04,-0.0006609385327164263
2004-03-05,0.021062271062270987
2004-03-08,0.000548081714001114
2004-03-09,0.002489915840844681
2004-03-10,-0.005762257215240152
2004-03-11,0.00519610292280781
2004-03-12,-0.017719568567026167
2004-03-15,0.010449082858950076
2004-03-16,0.008112574490460212
2004-03-17,0.011822562217475463
2004-03-18,0.009818842358485957
2004-03-19,0.0017988234722154939
2004-03-22,0.01276327283315526
2004-03-23,0.0059897455556088275
